key,statute_code,law_section_code,law_section_desc,violation_type_code,violation_type,concat,count,top_level_epa_summary,top_level_usc,drilldown_epa_summary,drilldown_usc,drilldown_cfr,drilldown_fr,
CWA-311J-ACORD,CWA,311J,SPCC and/or Federal Response Plan Violations,ACORD,CERCLA 104E Access Order,CWA 311J SPCC and/or Federal Response Plan Violations ACORD CERCLA 104E Access Order,1,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
CAA-203-VOL,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,VOL,Gasoline Volatility Limits,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines VOL Gasoline Volatility Limits,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
TSCA-8A-ACC,TSCA,8A,Failure To Comply With Preliminary Assessment Inf. Reporting & Chemical Specific Recordkeeping Rules,ACC,Accreditation,TSCA 8A Failure To Comply With Preliminary Assessment Inf. Reporting & Chemical Specific Recordkeeping Rules ACC Accreditation,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CAA-203-CG,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,CG,Conventional Gasoline,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines CG Conventional Gasoline,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
EPCRA-313-NA,EPCRA,313,Toxic Chemical Release Reporting (TRI),NA,Not Applicable (RCRA/3008h),EPCRA 313 Toxic Chemical Release Reporting (TRI) NA Not Applicable (RCRA/3008h),1,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,https://www.epa.gov/toxics-release-inventory-tri-program,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapII-sec11023,,,
FIFRA-12A1B-MICRO,FIFRA,12A1B,Claim Difference,MICRO,Microbial Violations,FIFRA 12A1B Claim Difference MICRO Microbial Violations,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CERCLA-107A-NOPRMT,CERCLA,107A,Cost Recovery,NOPRMT,"Discharge, Emission Or Activity WO Required Permit","CERCLA 107A Cost Recovery NOPRMT Discharge, Emission Or Activity WO Required Permit",1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
FIFRA-12A1A-MICRO,FIFRA,12A1A,Unregistered Pesticide,MICRO,Microbial Violations,FIFRA 12A1A Unregistered Pesticide MICRO Microbial Violations,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-13-LBLMRK,FIFRA,13,"Stop Sale, Remove, and Seizure",LBLMRK,Labeling/Marking Requirements,"FIFRA 13 Stop Sale, Remove, and Seizure LBLMRK Labeling/Marking Requirements",1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-203-EMIS,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,EMIS,Air Emissions Not Otherwise Specified,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines EMIS Air Emissions Not Otherwise Specified,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
SDWA-1414C-UICMON,SDWA,1414C,PWS - Notice to Persons Served,UICMON,Monitoring Requirements,SDWA 1414C PWS - Notice to Persons Served UICMON Monitoring Requirements,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9002-NONOTE,RCRA,9002,Notification Requirements of Underground Storage Tanks,NONOTE,Failure To Notify,RCRA 9002 Notification Requirements of Underground Storage Tanks NONOTE Failure To Notify,1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991a,,,
CAA-203-L4T,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,L4T,Certifications and Training Accreditations,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines L4T Certifications and Training Accreditations,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
RCRA-9002-REC,RCRA,9002,Notification Requirements of Underground Storage Tanks,REC,Violation Of Req. To Monitior/Maintain Records,RCRA 9002 Notification Requirements of Underground Storage Tanks REC Violation Of Req. To Monitior/Maintain Records,1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991a,,,
RCRA-9002-AOVIOL,RCRA,9002,Notification Requirements of Underground Storage Tanks,AOVIOL,Violation Of A Previously Issued AO,RCRA 9002 Notification Requirements of Underground Storage Tanks AOVIOL Violation Of A Previously Issued AO,1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991a,,,
CAA-203A-SUV,CAA,203A,Clean Air Act,SUV,Sale Of Uncertified Vehicle/Engine,CAA 203A Clean Air Act SUV Sale Of Uncertified Vehicle/Engine,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
CERCLA-104000-NONOTE,CERCLA,1.04E+05,Entry Access,NONOTE,Failure To Notify,CERCLA 104E3 Entry Access NONOTE Failure To Notify,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
TSCA-15-2-LBLMRK,TSCA,15-2,Knowing Commercial Use [15(2)],LBLMRK,Labeling/Marking Requirements,TSCA 15-2 Knowing Commercial Use [15(2)] LBLMRK Labeling/Marking Requirements,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1412-MICRO,SDWA,1412,Nat'l Drinking Water Compliance Schedule - Effective Date,MICRO,Microbial Violations,SDWA 1412 Nat'l Drinking Water Compliance Schedule - Effective Date MICRO Microbial Violations,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-206-WKPR,TSCA,206,Contractor Laboratory Accreditation,WKPR,Asbesto Demolition/Renovation Work Pratice Req.,TSCA 206 Contractor Laboratory Accreditation WKPR Asbesto Demolition/Renovation Work Pratice Req.,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1412/1414-GLP,SDWA,1412/1414,National Drinking Water Regulations,GLP,Good Laboratory Practices,SDWA 1412/1414 National Drinking Water Regulations GLP Good Laboratory Practices,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
SDWA-1414-TRT,SDWA,1414,Safe Drinking Water Act,TRT,RCRA Treatment Facility Requirements,SDWA 1414 Safe Drinking Water Act TRT RCRA Treatment Facility Requirements,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-203A-MDD,CAA,203A,Clean Air Act,MDD,Manufacturer Defeat Device,CAA 203A Clean Air Act MDD Manufacturer Defeat Device,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
SDWA-1414G3D-SWTR,SDWA,1414G3D,PWS Administrative Penalty Case Collection Action,SWTR,Violation Of Surface Water Treatment Rule,SDWA 1414G3D PWS Administrative Penalty Case Collection Action SWTR Violation Of Surface Water Treatment Rule,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
EPCRA-313-PCB,EPCRA,313,Toxic Chemical Release Reporting (TRI),PCB,Violation Of PCB Rules,EPCRA 313 Toxic Chemical Release Reporting (TRI) PCB Violation Of PCB Rules,1,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,https://www.epa.gov/toxics-release-inventory-tri-program,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapII-sec11023,,,
TSCA-207A2-REP,TSCA,207A2,False Info on Asbestos Inspection,REP,Violations Of Reporting Requirements,TSCA 207A2 False Info on Asbestos Inspection REP Violations Of Reporting Requirements,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CWA-311J-WRP,CWA,311J,SPCC and/or Federal Response Plan Violations,WRP,Worker Protection Standards,CWA 311J SPCC and/or Federal Response Plan Violations WRP Worker Protection Standards,1,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
SDWA-1423C7-UICMIN,SDWA,1423C7,UIC Administrative Penalty Case Collection Action,UICMIN,Mechanical Integrity,SDWA 1423C7 UIC Administrative Penalty Case Collection Action UICMIN Mechanical Integrity,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
SDWA-1414G3D-PWSSA,SDWA,1414G3D,PWS Administrative Penalty Case Collection Action,PWSSA,PWS Sampling & Analyzing,SDWA 1414G3D PWS Administrative Penalty Case Collection Action PWSSA PWS Sampling & Analyzing,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9002-CON,RCRA,9002,Notification Requirements of Underground Storage Tanks,CON,Container Requirements,RCRA 9002 Notification Requirements of Underground Storage Tanks CON Container Requirements,1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991a,,,
CWA-311J-CON,CWA,311J,SPCC and/or Federal Response Plan Violations,CON,Container Requirements,CWA 311J SPCC and/or Federal Response Plan Violations CON Container Requirements,1,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
FIFRA-12A2S-PKG,FIFRA,12A2S,Violate Regulations Under 3(a) or 19,PKG,FIFRA Packaging Requirements,FIFRA 12A2S Violate Regulations Under 3(a) or 19 PKG FIFRA Packaging Requirements,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
EPCRA-313-STR,EPCRA,313,Toxic Chemical Release Reporting (TRI),STR,Violation Of Storage Facility Requirements,EPCRA 313 Toxic Chemical Release Reporting (TRI) STR Violation Of Storage Facility Requirements,1,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,https://www.epa.gov/toxics-release-inventory-tri-program,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapII-sec11023,,,
SDWA-1414C-SWTR,SDWA,1414C,PWS - Notice to Persons Served,SWTR,Violation Of Surface Water Treatment Rule,SDWA 1414C PWS - Notice to Persons Served SWTR Violation Of Surface Water Treatment Rule,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CERCLA-107A-RMISW,CERCLA,107A,Cost Recovery,RMISW,RCRA Misidentified Waste,CERCLA 107A Cost Recovery RMISW RCRA Misidentified Waste,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
FIFRA-12A2E-PKG,FIFRA,12A2E,Advertise without Classification,PKG,FIFRA Packaging Requirements,FIFRA 12A2E Advertise without Classification PKG FIFRA Packaging Requirements,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CERCLA-1040-OTHER,CERCLA,1.04E+03,"Recordkeeping, Inspection, Information Request",OTHER,Other/Miscellaneous,"CERCLA 104E1 Recordkeeping, Inspection, Information Request OTHER Other/Miscellaneous",1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
CERCLA-1040000-PLAN,CERCLA,1.04E+06,Inspection and Samples,PLAN,Failure To Have Adequate SPCC Plan,CERCLA 104E4 Inspection and Samples PLAN Failure To Have Adequate SPCC Plan,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
FIFRA-12A2Q-FIFRA,FIFRA,12A2Q,Falsify Testing Information,FIFRA,FIFRA,FIFRA 12A2Q Falsify Testing Information FIFRA FIFRA,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CERCLA-107A-NONOTE,CERCLA,107A,Cost Recovery,NONOTE,Failure To Notify,CERCLA 107A Cost Recovery NONOTE Failure To Notify,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
TSCA-5-AOVIOL,TSCA,5,Manufacturing and Processing Notices,AOVIOL,Violation Of A Previously Issued AO,TSCA 5 Manufacturing and Processing Notices AOVIOL Violation Of A Previously Issued AO,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CERCLA-122A-PCB,CERCLA,122A,Agreement to Perform Work Under 104B,PCB,Violation Of PCB Rules,CERCLA 122A Agreement to Perform Work Under 104B PCB Violation Of PCB Rules,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
SDWA-1414C-GFR,SDWA,1414C,PWS - Notice to Persons Served,GFR,General Facility Requirements,SDWA 1414C PWS - Notice to Persons Served GFR General Facility Requirements,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-409-PCB,TSCA,409,Lead: Violation of Section 1018,PCB,Violation Of PCB Rules,TSCA 409 Lead: Violation of Section 1018 PCB Violation Of PCB Rules,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-12A2B-MICRO,FIFRA,12A2B,"Refuse Records, Reports, Entry",MICRO,Microbial Violations,"FIFRA 12A2B Refuse Records, Reports, Entry MICRO Microbial Violations",1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
TSCA-OTHER-GFR,TSCA,OTHER,Violations not covered elsewhere,GFR,General Facility Requirements,TSCA OTHER Violations not covered elsewhere GFR General Facility Requirements,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
TSCA-8D-LEAD,TSCA,8D,Failure To Comply With Healthy And Safety,LEAD,Lead Paint Rule,TSCA 8D Failure To Comply With Healthy And Safety LEAD Lead Paint Rule,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-12A2Q-PKG,FIFRA,12A2Q,Falsify Testing Information,PKG,FIFRA Packaging Requirements,FIFRA 12A2Q Falsify Testing Information PKG FIFRA Packaging Requirements,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CERCLA-122H-AOVIOL,CERCLA,122H,Administrative Cost Recovery Settlement,AOVIOL,Violation Of A Previously Issued AO,CERCLA 122H Administrative Cost Recovery Settlement AOVIOL Violation Of A Previously Issued AO,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
SDWA-1431-PWS-AOVIOL,SDWA,1431-PWS,Emergency Powers/PWS,AOVIOL,Violation Of A Previously Issued AO,SDWA 1431-PWS Emergency Powers/PWS AOVIOL Violation Of A Previously Issued AO,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-15-2-LEAD,TSCA,15-2,Knowing Commercial Use [15(2)],LEAD,Lead Paint Rule,TSCA 15-2 Knowing Commercial Use [15(2)] LEAD Lead Paint Rule,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
TSCA-12-NORPTG,TSCA,12,Exports,NORPTG,Failure To Report Information As Required,TSCA 12 Exports NORPTG Failure To Report Information As Required,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CERCLA-10400000-RQ,CERCLA,1.04E+07,Violation of 104(e) Compliance Order,RQ,CERCLA Reportable Quantity Discharge Violation,CERCLA 104E5 Violation of 104(e) Compliance Order RQ CERCLA Reportable Quantity Discharge Violation,1,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
CAA-211-EMIS,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,EMIS,Air Emissions Not Otherwise Specified,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels EMIS Air Emissions Not Otherwise Specified,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CAA-211-OTHER,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,OTHER,Other/Miscellaneous,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels OTHER Other/Miscellaneous,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
MWTA-259F-REP,MWTA,259F,Medical Waste Tracking Act,REP,Violations Of Reporting Requirements,MWTA 259F Medical Waste Tracking Act REP Violations Of Reporting Requirements,1,,,,,,,
CAA-211-NORPTG,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,NORPTG,Failure To Report Information As Required,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels NORPTG Failure To Report Information As Required,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CAA-211-VOC,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,VOC,Volatile Organic Compound,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels VOC Volatile Organic Compound,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CAA-211-MDD,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,MDD,Manufacturer Defeat Device,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels MDD Manufacturer Defeat Device,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CAA-211-LBLMRK,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,LBLMRK,Labeling/Marking Requirements,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels LBLMRK Labeling/Marking Requirements,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
CAA-211-IMP,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,IMP,Imports Violation,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels IMP Imports Violation,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
FIFRA-12A2B-REP,FIFRA,12A2B,"Refuse Records, Reports, Entry",REP,Violations Of Reporting Requirements,"FIFRA 12A2B Refuse Records, Reports, Entry REP Violations Of Reporting Requirements",1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
TSCA-8A-LEAD,TSCA,8A,Failure To Comply With Preliminary Assessment Inf. Reporting & Chemical Specific Recordkeeping Rules,LEAD,Lead Paint Rule,TSCA 8A Failure To Comply With Preliminary Assessment Inf. Reporting & Chemical Specific Recordkeeping Rules LEAD Lead Paint Rule,1,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CAA-211A-LEAD,CAA,211A,Clean Air Act,LEAD,Lead Paint Rule,CAA 211A Clean Air Act LEAD Lead Paint Rule,1,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
FIFRA-12A2L-MICRO,FIFRA,12A2L,Establishment Registration,MICRO,Microbial Violations,FIFRA 12A2L Establishment Registration MICRO Microbial Violations,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
SDWA-1421-CLO,SDWA,1421,UIC Regulations,CLO,Closure & Post-Closure Requirements,SDWA 1421 UIC Regulations CLO Closure & Post-Closure Requirements,1,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9003-TRT,RCRA,9003,"UST Release Detection, Prevention, Correction Regulations",TRT,RCRA Treatment Facility Requirements,"RCRA 9003 UST Release Detection, Prevention, Correction Regulations TRT RCRA Treatment Facility Requirements",1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
FIFRA-7A-NONOTE,FIFRA,7A,"Fed. Insect, Fung & Rod Act",NONOTE,Failure To Notify,"FIFRA 7A Fed. Insect, Fung & Rod Act NONOTE Failure To Notify",1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-12A1D-OTHER,FIFRA,12A1D,Colored/Discolored,OTHER,Other/Miscellaneous,FIFRA 12A1D Colored/Discolored OTHER Other/Miscellaneous,1,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
RCRA-9003-CON,RCRA,9003,"UST Release Detection, Prevention, Correction Regulations",CON,Container Requirements,"RCRA 9003 UST Release Detection, Prevention, Correction Regulations CON Container Requirements",1,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
